brand,serie,code,color,desc,base,prop
tamiya,XF,XF10,5191731,フラット ブラウン,6,M
tamiya,TS,TS11,6756895,マルーン,1,U
tamiya,AS,AS11,12172202,ミディアム シーグレイ,1,M
tamiya,PS,PS11,15835331,ピンク,1,G
tamiya,LP,LP11,14606303,シルバー,1,ME
tamiya,X,X11,14145496,クローム シルバー,6,ME
tamiya,XF,XF11,18234,暗緑色,6,M
tamiya,TS,TS12,15762176,オレンジ,1,U
tamiya,AS,AS12,13224650,シルバー メタル,1,ME
tamiya,PS,PS12,14013910,シルバー,1,ME
tamiya,LP,LP12,7437445,呉海軍工廠 グレイ(日本海軍),1,M
tamiya,X,X12,13477633,ゴールド リーフ,6,ME
tamiya,XF,XF12,13226691,明灰白色,6,M
tamiya,TS,TS13,16777215,クリヤー,1,C
tamiya,AS,AS13,3558971,グリーン,1,M
tamiya,PS,PS13,15514624,ゴールド,1,ME
tamiya,LP,LP13,5461856,佐世保海軍工廠 グレイ(日本海軍),1,M
tamiya,X,X13,24969,メタリック ブルー,6,ME
tamiya,XF,XF13,83266,濃緑色,6,M
tamiya,TS,TS14,2300182,ブラック,1,U
tamiya,AS,AS14,4481343,オリーブ グリーン,1,M
tamiya,PS,PS14,13393175,コッパー,1,ME
tamiya,LP,LP14,8224902,舞鶴海軍工廠 グレイ(日本海軍),1,M
tamiya,X,X14,42474,スカイ ブルー,6,G
tamiya,XF,XF14,15592665,明灰緑色,6,M
tamiya,TS,TS15,18333,ブルー,1,U
tamiya,AS,AS15,12360038,タン,1,M
tamiya,PS,PS15,15073299,メタリック レッド,1,ME
tamiya,LP,LP15,6515572,横須賀海軍工廠 グレイ(日本海軍),1,M
tamiya,X,X15,7519019,ライト グリーン,6,G
tamiya,XF,XF15,16436623,フラット フレッシュ,6,M
tamiya,TS,TS16,16773376,イエロー,1,U
tamiya,AS,AS16,13684161,ライト グレイ,1,M
tamiya,XF,XF16,12040376,フラット アルミ,6,ME
tamiya,PS,PS16,26807,メタリック ブルー,1,ME
tamiya,LP,LP16,12562310,木甲板色,1,M
tamiya,X,X16,5654926,パープル,6,G
tamiya,TS,TS17,14474717,アルミ シルバー,1,ME
tamiya,AS,AS17,810572,濃緑色,1,M
tamiya,XF,XF17,1063512,シーブルー,6,M
tamiya,PS,PS17,33858,メタリック グリーン,1,ME
tamiya,LP,LP17,6179379,リノリウム 甲板色,1,M
tamiya,X,X17,15631538,ピンク,6,G
tamiya,TS,TS18,15073342,メタリック レッド,1,ME
tamiya,AS,AS18,10991028,明灰緑色,1,M
tamiya,XF,XF18,555168,ミディアム ブルー,6,M
tamiya,PS,PS18,4802962,メタリック パープル,1,ME
tamiya,LP,LP18,9912618,ダルレッド,1,M
tamiya,X,X18,2300182,セミグロス ブラック,6,G
tamiya,TS,TS19,22178,メタリック ブルー,1,ME
tamiya,AS,AS19,5872310,インターミディ エイトブルー,1,M
tamiya,XF,XF19,13226441,スカイ グレイ,6,M
tamiya,PS,PS19,16500224,キャメル イエロー,1,G
tamiya,LP,LP19,5855063,ガンメタル,1,ME
tamiya,X,X19,13093064,スモーク,6,G
tamiya,TS,TS20,40769,メタリック グリーン,1,ME
tamiya,AS,AS20,14539990,インシグニア ホワイト,1,M
tamiya,XF,XF20,11582647,ミディアム グレイ,6,M
tamiya,PS,PS20,15073299,蛍光 レッド,1,FL
tamiya,LP,LP20,9013641,ライト ガンメタル,1,ME
tamiya,X,X20,16777215,エナメル 溶剤,6,C
tamiya,X,X20A,16777215,アクリル 溶剤,6,C
tamiya,TS,TS21,14070784,ゴールド,1,ME
tamiya,AS,AS21,16948,暗緑色2 (日本海軍),1,M
tamiya,XF,XF21,15266253,スカイ,6,M
tamiya,PS,PS21,39236,パーク グリーン,1,G
tamiya,LP,LP21,15073299,イタリアン レッド,1,G
tamiya,X,X21,16777215,フラット ベース,6,M
tamiya,TS,TS22,14409728,ライト グリーン,1,U
tamiya,AS,AS22,8281169,ダークアース,1,M
tamiya,XF,XF22,5399399,RLM グレイ,6,M
tamiya,PS,PS22,29767,レーシング グリーン,1,G
tamiya,LP,LP22,16777215,フラット ベース,1,M
tamiya,X,X22,16777215,クリヤー,6,C
tamiya,TS,TS23,41449,ライト ブルー,1,U
tamiya,AS,AS23,3959092,ライトグリーン (ドイツ空軍),1,M
tamiya,XF,XF23,8309982,ライト ブルー,6,M
tamiya,PS,PS23,5723477,ガンメタル,1,ME
tamiya,LP,LP23,16777215,フラット クリヤー,1,C
tamiya,X,X23,42730,クリヤー ブルー,6,C
tamiya,TS,TS24,5654926,パープル,1,U
tamiya,AS,AS24,2379572,ダークグリーン (ドイツ空軍),1,M
tamiya,XF,XF24,3303544,ダーク グレイ,6,M
tamiya,PS,PS24,15289131,蛍光 オレンジ,1,FL
tamiya,LP,LP24,16777215,セミグロス クリヤー,1,C
tamiya,X,X24,16770304,クリヤー イエロー,6,C
tamiya,TS,TS25,16037072,ピンク,1,U
tamiya,AS,AS25,8430000,ダーク ゴーストグレイ,1,M
tamiya,XF,XF25,8690342,ライト シーグレイ,6,M
tamiya,PS,PS25,32597,ブライト グリーン,1,G
tamiya,LP,LP25,8346670,茶色 (陸上自衛隊),1,M
tamiya,X,X25,40513,クリヤー グリーン,6,C
tamiya,TS,TS26,16777215,ピュアー ホワイト,1,U
tamiya,AS,AS26,10007745,ライト ゴーストグレイ,1,M
tamiya,XF,XF26,681025,ディープ グリーン,6,M
tamiya,LP,LP26,1663034,濃緑色 (陸上自衛隊),1,M
tamiya,X,X26,15695360,クリヤー オレンジ,6,C
tamiya,TS,TS27,16777215,マット ホワイト,1,U
tamiya,AS,AS27,9281705,ガンシップ グレイ2,1,M
tamiya,XF,XF27,17969,ブラック グリーン,6,M
tamiya,PS,PS27,16773376,蛍光 イエロー,1,FL
tamiya,LP,LP27,4417656,ジャーマン グレイ,1,M
tamiya,X,X27,15073337,クリヤー レッド,6,C
tamiya,TS,TS28,3955767,オリーブ ドラブ2,1,U
tamiya,AS,AS28,9281705,ミディアム グレイ,1,M
tamiya,XF,XF28,10846307,ダーク コッパー,6,ME
tamiya,PS,PS28,10406165,蛍光 グリーン,1,FL
tamiya,LP,LP28,4741691,オリーブ ドラブ,1,M
tamiya,X,X28,39236,パーク グリーン,6,G
tamiya,TS,TS29,2300182,セミグロス ブラック,1,U
tamiya,AS,AS29,12174503,灰緑色 (日本海軍),1,M
tamiya,PS,PS29,15428516,蛍光 ピンク,1,FL
tamiya,LP,LP29,3955767,オリーブ ドラブ２,1,M
tamiya,TS,TS30,14606303,シルバー リーフ,1,ME
tamiya,AS,AS30,3495475,ダークグリーン2 (イギリス空軍),1,M
tamiya,PS,PS30,28343,ブリリアント ブルー,1,G
tamiya,LP,LP30,15054966,ライト サンド,1,M
tamiya,TS,TS31,15357189,ブライト オレンジ,1,U
tamiya,AS,AS31,7179931,オーシャングレイ2 (イギリス空軍),1,M
tamiya,PS,PS31,13156035,スモーク,1,G
tamiya,LP,LP31,16948,暗緑色２ (日本海軍),1,SG
tamiya,X,X31,14535589,チタン ゴールド,6,ME
tamiya,TS,TS32,6918041,ヘイズ グレイ,1,U
tamiya,AS,AS32,11255739,ミディアムシーグレイ2 (イギリス空軍),1,M
tamiya,PS,PS32,11719643,コルサ グレイ,1,G
tamiya,LP,LP32,13226691,明灰白色 (日本海軍),1,SG
tamiya,X,X32,14671311,チタン シルバー,6,ME
tamiya,TS,TS33,9912618,ダルレッド,1,U
tamiya,AS,AS33,7303023,カモフラージュ グレイ,1,M
tamiya,PS,PS33,13959245,チェリー レッド,1,G
tamiya,LP,LP33,12174503,灰緑色 (日本海軍),1,SG
tamiya,X,X33,8877429,ブロンズ,6,G
tamiya,TS,TS34,16432640,キャメル イエロー,1,U
tamiya,PS,PS34,15073299,ブライト レッド,1,G
tamiya,LP,LP34,13684161,ライト グレイ,1,M
tamiya,X,X34,12604936,メタリック ブラウン,6,ME
tamiya,TS,TS35,39236,パーク グリーン,1,U
tamiya,PS,PS35,5797818,ブルー バイオレット,1,G
tamiya,LP,LP35,14539990,インシグニア ホワイト,1,M
tamiya,X,X35,16777215,セミグロス クリヤー,2,C
tamiya,TS,TS36,15073299,蛍光レッド,1,FL
tamiya,PS,PS36,14474717,フロスト シルバー,1,ME
tamiya,LP,LP36,8430000,ダーク ゴーストグレイ,1,M
tamiya,TS,TS37,6297990,ラベンダー,1,U
tamiya,PS,PS37,13111869,フロスト レッド,1,G
tamiya,LP,LP37,10007745,ライト ゴーストグレイ,1,M
tamiya,TS,TS38,5855063,ガンメタル,1,ME
tamiya,PS,PS38,745133,フロスト ブルー,1,G
tamiya,LP,LP38,14474717,フラット アルミ,1,ME
tamiya,TS,TS39,13113118,マイカ レッド,1,U
tamiya,PS,PS39,42474,フロスト ライトブルー,1,G
tamiya,LP,LP39,16776952,レーシング ホワイト,1,G
tamiya,TS,TS40,4078137,メタリック ブラック,1,ME
tamiya,PS,PS40,15835331,フロスト ピンク,1,G
tamiya,LP,LP40,4078137,メタリック ブラック,1,ME
tamiya,TS,TS41,45479,コーラル ブルー,1,U
tamiya,PS,PS41,13357267,ブライト シルバー,1,ME
tamiya,LP,LP41,14734,マイカ ブルー,1,G
tamiya,TS,TS42,9013641,ライト ガンメタル,1,ME
tamiya,PS,PS42,16773376,フロスト イエロー,1,G
tamiya,LP,LP42,13113118,マイカ レッド,1,G
tamiya,TS,TS43,19506,レーシング グリーン,1,U
tamiya,PS,PS43,15762176,フロスト オレンジ,1,G
tamiya,LP,LP43,16777215,パール ホワイト,1,G
tamiya,TS,TS44,26030,ブリリアント ブルー,1,U
tamiya,PS,PS44,41041,フロスト グリーン,1,G
tamiya,LP,LP44,15628288,メタリック オレンジ,1,ME
tamiya,TS,TS45,16777215,パール ホワイト,1,U
tamiya,PS,PS45,5786781,フロスト パープル,1,G
tamiya,LP,LP45,15504,レーシング ブルー,1,G
tamiya,TS,TS46,15054966,ライト サンド,1,U
tamiya,LP,LP46,14614545,ピュアー メタリックレッド,1,ME
tamiya,TS,TS47,16769280,クローム イエロー,1,U
tamiya,LP,LP47,15504,パール ブルー,1,G
tamiya,TS,TS48,7374996,ガンシップ グレイ,1,U
tamiya,PS,PS48,14541541,サテンシルバー アルマイト,1,ME
tamiya,LP,LP48,14606303,スパークリング シルバー,1,ME
tamiya,TS,TS49,15073299,ブライト レッド,1,U
tamiya,XF,XF49,10194739,カーキ,6,M
tamiya,PS,PS49,9815523,スカイブルー アルマイト,1,G
tamiya,LP,LP49,16316664,パール クリヤー,1,C
tamiya,TS,TS50,14734,マイカ ブルー,1,U
tamiya,XF,XF50,819621,フィールド ブルー,6,M
tamiya,PS,PS50,13935554,スパークル ピンクアルマイト,1,G
tamiya,LP,LP50,15073299,ブライト レッド,1,G
tamiya,TS,TS51,15504,レーシング ブルー,1,U
tamiya,XF,XF51,5726044,カーキ ドラブ,6,M
tamiya,PS,PS51,8686268,パープル アルマイト,1,G
tamiya,LP,LP51,15830272,ピュアー オレンジ,1,G
tamiya,TS,TS52,2272313,キャンディー ライムグリーン,1,U
tamiya,XF,XF52,10045744,フラット アース,6,M
tamiya,PS,PS52,14075511,シャンパン ゴールドアルマイト,1,ME
tamiya,LP,LP52,15073337,クリヤー レッド,1,C
tamiya,TS,TS53,203882,ディープ メタリックブルー,1,ME
tamiya,XF,XF53,7439502,ニュートラル グレイ,6,M
tamiya,LP,LP53,15829248,クリヤー オレンジ,1,C
tamiya,TS,TS54,31402,ライト メタリックブルー,1,ME
tamiya,XF,XF54,11317939,ダーク シーグレイ,6,M
tamiya,PS,PS54,42134,コバルト グリーン,1,G
tamiya,LP,LP54,5391155,ダークアイアン (履帯色),1,M
tamiya,TS,TS55,12117,ダーク ブルー,1,U
tamiya,XF,XF55,13352610,デッキタン,6,M
tamiya,PS,PS55,16777215,フラット クリヤー,1,C
tamiya,LP,LP55,13218891,ダークイエロー２ (ドイツ陸軍),1,M
tamiya,TS,TS56,15762176,ブリリアント オレンジ,1,U
tamiya,XF,XF56,7500145,メタリック グレイ,6,ME
tamiya,PS,PS56,14004736,マスタード イエロー,1,G
tamiya,LP,LP56,5997409,ダークグリーン２ (ドイツ陸軍),1,M
tamiya,TS,TS57,5797818,ブルー バイオレット,1,U
tamiya,XF,XF57,13346683,バフ,6,M
tamiya,PS,PS57,16777215,パール ホワイト,1,G
tamiya,LP,LP57,5191731,レッドブラウン２ (ドイツ陸軍),1,M
tamiya,TS,TS58,7971530,パール ライトブルー,1,U
tamiya,XF,XF58,2115639,オリーブ グリーン,6,M
tamiya,PS,PS58,16777215,パール クリヤー,1,C
tamiya,LP,LP58,2511928,NATO グリーン,1,M
tamiya,TS,TS59,13603750,パール ライトレッド,1,U
tamiya,XF,XF59,15976327,デザート イエロー,6,M
tamiya,PS,PS59,12661,ダークメタリック ブルー,1,ME
tamiya,LP,LP59,6966065,NATO ブラウン,1,M
tamiya,TS,TS60,9028777,パール グリーン,1,U
tamiya,XF,XF60,13152833,ダーク イエロー,6,M
tamiya,PS,PS60,15073299,ブライト マイカレッド,1,G
tamiya,LP,LP60,2300182,NATO ブラック,1,M
tamiya,TS,TS61,2511928,NATO グリーン,1,U
tamiya,XF,XF61,17969,ダーク グリーン,6,M
tamiya,PS,PS61,14777088,メタリック オレンジ,1,ME
tamiya,LP,LP61,7500145,メタリック グレイ,1,ME
tamiya,TS,TS62,6966065,NATO ブラウン,1,U
tamiya,XF,XF62,4741691,オリーブ ドラブ,6,M
tamiya,PS,PS62,15830272,ピュアー オレンジ,1,G
tamiya,LP,LP62,14404244,チタン ゴールド,1,ME
tamiya,TS,TS63,3088677,NATO ブラック,1,U
tamiya,XF,XF63,4417656,ジャーマン グレイ,6,M
tamiya,PS,PS63,8490387,ブライト ガンメタル,1,ME
tamiya,LP,LP63,14539983,チタン シルバー,1,ME
tamiya,TS,TS64,9279,ダーク マイカブルー,1,U
tamiya,XF,XF64,5257512,レッド ブラウン,6,M
tamiya,LP,LP64,2511928,OD色 (陸上自衛隊),1,M
tamiya,TS,TS65,16777215,パール クリヤー,1,C
tamiya,XF,XF65,4156278,フィールド グレイ,6,M
tamiya,LP,LP65,2300182,ラバー ブラック,1,M
tamiya,TS,TS66,7437445,呉海軍工廠 グレイ(日本海軍),1,U
tamiya,XF,XF66,5335670,ライト グレイ,6,M
tamiya,LP,LP66,16436623,フラット フレッシュ,1,M
tamiya,TS,TS67,5461856,佐世保海軍工廠 グレイ(日本海軍),1,U
tamiya,XF,XF67,2511928,NATO グリーン,2,M
tamiya,LP,LP67,13093064,スモーク,1,G
tamiya,TS,TS68,12562310,木甲板色,1,U
tamiya,XF,XF68,6966065,NATO ブラウン,2,M
tamiya,LP,LP68,42730,クリヤー ブルー,1,C
tamiya,TS,TS69,6179379,リノリウム 甲板色,1,U
tamiya,XF,XF69,2300182,NATO ブラック,2,M
tamiya,LP,LP69,16770304,クリヤー イエロー,1,C
tamiya,TS,TS70,2511928,OD色 (陸上自衛隊),1,U
tamiya,XF,XF70,16948,暗緑色2,6,M
tamiya,LP,LP70,14474717,アルミ シルバー,1,ME
tamiya,TS,TS71,13288648,スモーク,1,U
tamiya,XF,XF71,7706741,コックピット色 (日本海軍),6,M
tamiya,LP,LP71,13813915,シャンパン ゴールド,1,ME
tamiya,TS,TS72,45013,クリヤー ブルー,1,C
tamiya,XF,XF72,8346670,茶色 (陸上自衛隊),2,M
tamiya,LP,LP72,13949404,マイカ シルバー,1,ME
tamiya,TS,TS73,15829248,クリヤー オレンジ,1,C
tamiya,XF,XF73,1663034,濃緑色 (陸上自衛隊),2,M
tamiya,LP,LP73,10194739,カーキ,1,M
tamiya,TS,TS74,15073337,クリヤー レッド,1,C
tamiya,XF,XF74,2511928,OD色 (陸上自衛隊),2,M
tamiya,LP,LP74,10045744,フラットアース,1,M
tamiya,TS,TS75,13813915,シャンパン ゴールド,1,ME
tamiya,XF,XF75,7437445,呉海軍工廠 グレイ(日本海軍),2,M
tamiya,LP,LP75,13346683,バフ,1,M
tamiya,TS,TS76,14474717,マイカ シルバー,1,ME
tamiya,XF,XF76,12174503,灰緑色 (日本海軍),2,M
tamiya,LP,LP76,11699024,イエローブラウン (DAK 1941〜),1,M
tamiya,TS,TS77,16436623,フラット フレッシュ,1,M
tamiya,XF,XF77,5461856,佐世保海軍工廠 グレイ(日本海軍),2,M
tamiya,LP,LP77,15119214,ライトブラウン (DAK 1942〜),1,M
tamiya,TS,TS78,4156278,フィールド グレイ,1,U
tamiya,XF,XF78,12562310,木甲板色,2,M
tamiya,LP,LP78,26772,フラット ブルー,1,M
tamiya,TS,TS79,16777215,セミグロス クリヤー,1,C
tamiya,XF,XF79,6179379,リノリウム 甲板色,2,M
tamiya,LP,LP79,15073309,フラット レッド,1,M
tamiya,TS,TS80,16777215,フラット クリヤー,1,C
tamiya,XF,XF80,12700361,ロイヤル ライトグレイ,2,M
tamiya,LP,LP80,16769280,フラット イエロー,1,M
tamiya,TS,TS81,12700361,ロイヤル ライトグレイ,1,U
tamiya,XF,XF81,3495475,ダークグリーン2 (イギリス空軍),2,M
tamiya,LP,LP81,2042726,調色用 ブルー,1,G
tamiya,TS,TS82,2300182,ラバー ブラック,1,U
tamiya,XF,XF82,7114138,オーシャングレイ2 (イギリス空軍),2,M
tamiya,LP,LP82,13111869,調色用 レッド,1,G
tamiya,TS,TS83,12699084,メタル シルバー,1,ME
tamiya,XF,XF83,11255738,ミディアムシーグレイ2 (イギリス空軍),2,M
tamiya,LP,LP83,16701184,調色用 イエロー,1,G
tamiya,TS,TS84,13812604,メタル ゴールド,1,ME
tamiya,XF,XF84,5391155,ダークアイアン (履帯色),6,M
tamiya,LP,LP84,7303023,カモフラージュ グレイ,1,M
tamiya,TS,TS85,15073299,ブライト マイカレッド,1,U
tamiya,XF,XF85,2300182,ラバー ブラック,6,M
tamiya,LP,LP85,8684676,ミディアム エアーグレイ,1,M
tamiya,TS,TS86,15073299,ピュアー レッド,1,U
tamiya,XF,XF86,16777215,フラット クリヤー,2,C
tamiya,TS,TS87,14404244,チタン ゴールド,1,ME
tamiya,XF,XF87,8224902,舞鶴海軍工廠 グレイ(日本海軍),2,M
tamiya,TS,TS88,14539983,チタン シルバー,1,ME
tamiya,XF,XF88,13218891,ダークイエロー2 (ドイツ陸軍),2,M
tamiya,TS,TS89,15504,パール ブルー,1,U
tamiya,XF,XF89,5997409,ダークグリーン2 (ドイツ陸軍),2,M
tamiya,TS,TS90,8346670,茶色 (陸上自衛隊),1,U
tamiya,XF,XF90,5191731,レッドブラウン2 (ドイツ陸軍),2,M
tamiya,TS,TS91,1663034,濃緑色 (陸上自衛隊),1,U
tamiya,XF,XF91,6515572,横須賀海軍工廠 グレイ(日本海軍),2,M
tamiya,TS,TS92,15628288,メタリック オレンジ,1,ME
tamiya,XF,XF92,11699024,イエローブラウン (DAK 1941〜),2,M
tamiya,TS,TS93,23468,ピュアー ブルー,1,U
tamiya,XF,XF93,15119214,ライトブラウン (DAK 1942〜),2,M
tamiya,TS,TS94,7500145,メタリック グレイ,1,ME
tamiya,TS,TS95,14614545,ピュアー メタリックレッド,1,ME
tamiya,TS,TS96,16231168,蛍光 オレンジ,1,FL
tamiya,TS,TS97,16771584,パール イエロー,1,U
tamiya,TS,TS98,15964160,ピュアー オレンジ,1,U
tamiya,TS,TS99,8224902,舞鶴海軍工廠 グレイ(日本海軍),1,U
tamiya,TS,TS100,7438215,ブライトガンメタル (セミグロス),1,ME
tamiya,TS,TS101,16777215,ベース ホワイト,1,U
tamiya,TS,TS102,42134,コバルト グリーン,1,U
