base,serie,code,color,desc_ja,desc_en,prop,cat,medium
1,H,H332,#b2b1ab,ライトエアクラフトグレー,LIGHT AIRCRAFT GRAY BS381C/627,SG,A UK,5
1,H,H333,#57555d,エクストラダークシーグレー,EXTRA DARK SEAGRAY BS381C/640,SG,A UK,5
1,H,H334,#90b1b6,バーリーグレー,BARLEY GRAY BS4800/18B21,SG,A UK,5
1,H,H335,#63797d,ミディアムシーグレー,MEDIUM SEAGRAY BS381C/637,SG,A UK,5
1,H,H336,#b8a988,ヘンプ,HEMP BS4800/10B21,SG,A UK,5
1,H,H337,#818d97,グレイッシュブルー,GRAYISH BLUE S35237,SG,A US,5
1,H,H338,#b4bbbf,ライトグレー FS36495,LIGHT GRAY FS36495,SG,A US,5
1,H,H339,#58554e,エンジングレー FS16081,ENGINE GRAY FS16081,G,A US,5
1,H,H340,#645e41,フィールドグリーン FS34097,FIELD GREEN FS34097,SG,A,5
1,H,H401,#2f4248,ダークグレー,DARK GRAY,M,T G・Ⅱ,5
1,H,H402,#ba9765,グリーンブラウン,GREEN BROWN,M,T G・Ⅱ,5
1,H,H403,#c6aa55,ダークイエロー,DARK YELLOW,M,T G・Ⅱ,5
1,H,H404,#9d8145,カーキブラウン,KHAKI BROWN,M,T G・Ⅱ,5
1,H,H405,#4b604d,オリーブグリーン,OLIVE GREEN,M,T G・Ⅱ,5
1,H,H406,#573438,チョコレートブラウン,CHOCOLATE BROWN,M,T G・Ⅱ,5
1,H,H413,#faa619,RLM04 イエロー,RLM04 YELLOW,SG,A G・Ⅱ,5
1,H,H414,#c9234a,RLM23 レッド,RLM23 RED,SG,A G・Ⅱ,5
1,H,H416,#333132,RLM66 ブラックグレー,RLM66 BLACK GRAY,SG,A G・Ⅱ,5
1,H,H417,#b6d4db,RLM76 ライトブルー,RLM76 LIGHT BLUE,SG,A G・Ⅱ,5
1,H,H418,#6ba6bd,RLM78 ライトブルー,RLM78 LIGHT BLUE,SG,A G・Ⅱ,5
1,H,H420,#595d3e,RLM80 オリーブグリーン,RLM80 OLIVE GREEN,SG,A G・Ⅱ,5
1,H,H421,#575d52,RLM81 ブラウン VIOLE,RLM81 BROWN VIOLET,SG,A G・Ⅱ,5
1,H,H422,#517542,RLM82 ライトグリーン,RLM82 LIGHT GREEN,SG,A G・Ⅱ,5
1,H,H423,#346756,RLM83 ダークグリーン,RLM83 DARK GREEN,SG,A G・Ⅱ,5
1,H,H511,#695f31,"ロシアングリーン""4BO""WWⅡ","RUSSIAN GREEN ""4BO""",M,T S,5
1,H,H512,#5d6136,"ロシアングリーン""4BO""1947年以降","RUSSIAN GREEN ""4BO"" 1947-",M,T S,5
1,H,H513,#3a4b59,ジャーマングレー/ドゥンケルグラウ,"DARK GRAY ""DUNKEL GRAU""",M,T,5
1,H,H514,#496c78,ジャーマングレー/グラウ,"GRAY ""GRAU""",M,T,5
1,H,H515,#55757d,ジャーマングレー/グラウ（退色）,"FADED GRAY ""BLASSGRAU""",M,T,5
1,H,HCD01,#e0d5ea,ラベンダー,LAVENDER,M,,5
1,H,HCD02,#fcdfeb,チューリップ,TULIP,M,,5
1,H,HCD03,#fdddd7,サクラ,SAKURA,M,,5
1,H,HCD04,#fee6d3,ギンセンカ,GINSENKA,M,,5
1,H,HCD05,#eff5de,ミモザ,MIMOSA,M,,5
1,H,HCD06,#d7eddd,クローバー,CLOVER,M,,5
1,H,HCD07,#c8dfec,ブルースター,BLUE STAR,M,,5
1,H,HJ01,#fef0e0,グローホワイト,,G,,5
1,H,HJ02,#c88b94,ピンクレッド,,G,,5
1,H,HJ03,#e8cd8a,マスタードイエロー,,G,,5
1,H,HJ04,#6c82b6,アースブルー,,G,,5
1,H,HJ05,#919586,モスグリーン,,G,,5
1,H,HJ06,#927a94,アッシュパープル,,G,,5
1,H,HJ07,#f9a51b,プロトタイプオレンジ,,G,,5
1,H,HJ08,#86736c,ウォームグレー,,G,,5
1,H,HM01,#7a8185,ライトニンググレー1,,SG,,5
1,H,HM02,#737a80,ライトニンググレー2,,SG,,5
3,N,N1,#ffffff,ホワイト（白）,WHITE,G,,5
3,N,N2,#231f20,ブラック（黒）,BLACK,G,,5
3,N,N3,#ed1c24,レッド（赤）,RED,G,,5
3,N,N4,#ffdd00,イエロー（黄）,YELLOW,G,,5
3,N,N5,#005aaa,ブルー（青）,BLUE,G,,5
3,N,N6,#00904d,グリーン（緑）,GREEN,G,,5
3,N,N7,#ca4136,ブラウン（茶）,BROWN,G,,5
3,N,N8,#d1d3d4,シルバー（銀）,SILVER,ME,,5
3,N,N9,#dcaf31,ゴールド（金）,GOLD,ME,,5
3,N,N10,#cd733a,カッパー（銅）,COPPER,ME,,5
3,N,N11,#ffffff,つや消しホワイト,MATT WHITE,M,,5
3,N,N12,#231f20,つや消しブラック,MATT BLACK,M,,5
3,N,N13,#da2128,つや消しレッド,MATT RED,M,,5
3,N,N14,#ef4023,オレンジ（橙）,ORANGE,G,,5
3,N,N15,#074ea2,インディブルー,BRIGHT BLUE,G,,5
3,N,N16,#2aa44a,ルマングリーン（黄緑）,YELLOW GREEN,G,,5
3,N,N17,#61343b,艦底色（ココアブラウン）,HULL RED,SG,,5
3,N,N18,#231f20,黒鉄色,STEEL,ME,,5
3,N,N19,#f17298,ピンク（桃）,PINK,G,,5
3,N,N20,#ffffff,つや消しクリアー,FLAT CLEAR,C,,5
3,N,N21,#f6f3ee,グランプリホワイト,OFF WHITE,G,,5
3,N,N22,#5b6b78,ニュートラルグレー,NEUTRAL GRAY,SG,,5
3,N,N23,#ed1c24,シャインレッド（朱色）,SHINE RED,G,,5
3,N,N24,#f47920,オレンジイエロー（黄橙色）,ORANGE YELLOW,SG,,5
3,N,N25,#0095da,スカイブルー,SKY BLUE,G,,5
3,N,N26,#00a650,デイトナグリーン,BRIGHT GREEN,G,,5
3,N,N27,#c4a26e,タン（ライトブラウン）,TAN,SG,,5
3,N,N28,#231f20,メタルブラック,METAL BLACK,ME,,5
3,N,N30,#ffffff,クリアー（透明）,CLEAR,C,,5
3,N,N32,#2f4248,ジャーマングレー（フィールドグレー1）,GERMAN GRAY 3/4,M,,5
3,N,N33,#853039,あずき色（赤2号）,RUSSET,G,,5
3,N,N34,#e4a024,クリームイエロー,CREAM YELLOW,G,,5
3,N,N35,#2e3092,コバルトブルー,COBALT BLUE,G,,5
3,N,N36,#003920,暗緑色（中島系）,IJN GREEN (NAKAJIMA),SG,,5
3,N,N37,#71513a,ウッドブラウン,WOOD BROWN,SG,,5
3,N,N38,#4c3540,赤鉄色,STEEL RED,ME,,5
3,N,N39,#483087,パープル（紫）,PURPLE,G,,5
3,N,N40,#ffffff,フラットベース（つや消し剤）,FLAT BASE,M,,5
3,N,N43,#af2a3d,マルーン（ワインレッド）,WINE RED,G,,5
3,N,N44,#e3ac7c,薄茶色,FLESH,SG,,5
3,N,N45,#00c0f3,みず色,LIGHT BLUE,G,,5
3,N,N46,#00ad8e,エメラルドグリーン,EMERALD GREEN,G,,5
3,N,N47,#743237,レッドブラウン,RED BROWN,M,,5
3,N,N49,#6f85c2,すみれ色,VIOLET,G,,5
3,N,N50,#83ae74,よもぎ色,LIME GREEN,G,,5
3,N,N51,#b4bbbf,ガルグレー,LIGHT GULL GRAY,G,,5
3,N,N52,#5f552e,オリーブドラブ（1）,OLIVE DRAB (1),SG,,5
3,N,N54,#234f5b,ネイビーブルー,NAVY BLUE,SG,,5
3,N,N55,#38494e,ミッドナイトブルー,MIDNIGHT BLUE,G,,5
3,N,N56,#2d5562,ミディアムブルー,INTERMEDIATE BLUE,SG,,5
3,N,N57,#729998,エアクラフトグレー,AIRCRAFT GRAY,G,,5
3,N,N58,#b2a335,機体内部色,INTERIOR GREEN,SG,,5
3,N,N60,#22543f,濃緑色,IJA GREEN,SG,,5
3,N,N61,#94b0be,明灰白色（三菱系）,IJN GRAY (MITSUBISHI),G,,5
3,N,N62,#6f9f9b,明灰緑色（中島系）,IJN GRAY GREEN (NAKAJIMA),SG,,5
3,N,N63,#007b72,青竹色,METALLIC BLUE GREEN,ME,,5
3,N,N66,#9d8145,RLM79 サンドイエロ－,RLM79 SAND YELLOW,SG,,5
3,N,N67,#6d92a0,RLM65 ライトブルー,RLM65 LIGHT BLUE,SG,,5
3,N,N68,#264142,RLM74 グレーグリーン,RLM74 GRAY GREEN,SG,,5
3,N,N69,#546460,RLM75 グレーバイオレット,RLM75 GRAY VIOLET,SG,,5
3,N,N70,#959480,RLM02 グレー,RLM02GRAY,SG,,5
3,N,N71,#aa8a4b,ミドルストーン,MIDDLE STONE,SG,,5
3,N,N72,#5c5144,ダークアース,DARK EARTH,SG,,5
3,N,N73,#3a4940,ダークグリーン（2）,DARK GREEN,SG,,5
3,N,N76,#58575c,焼鉄色,BURNT IRON,ME,,5
3,N,N77,#231f20,タイヤブラック,TIRE BLACK,M,,5
3,N,N78,#44503d,オリーブドラブ（2）,OLIVE DRAB (2),M,,5
3,N,N79,#ba9765,ダークイエロー（サンディイエロー）,DARK YELLOW 3/4,M,,5
3,N,N80,#3a4940,カーキグリーン,KHAKI GREEN,M,,5
3,N,N81,#5b573d,カーキ,KHAKI,M,,5
3,N,N82,#848c8d,軍艦色（1）,DARKGRAY (1),SG,,5
3,N,N83,#485d64,軍艦色（2）,DARKGRAY (2),SG,,5
3,N,N84,#4d3538,マホガニー,MAHOGANY,SG,,5
3,N,N85,#b9b084,セールカラー,SAIL COLOR,M,,5
3,N,N86,#da2128,モンザレッド,RED MADDER,G,,5
3,N,N87,#af2a30,メタリックレッド,METALLIC RED,ME,,5
3,N,N88,#005aaa,メタリックブルー,METALLIC BLUE,ME,,5
3,N,N89,#009058,メタリックグリーン,METALLIC GREEN,ME,,5
3,N,N90,#ed1c24,クリアーレッド,CLEAR RED,C,,5
3,N,N91,#ffd401,クリアーイエロー,CLEAR YELLOW,C,,5
3,N,N92,#f26522,クリアーオレンジ,CLEAR ORANGE,C,,5
3,N,N93,#00aeef,クリアーブルー,CLEAR BLUE,C,,5
3,N,N94,#00a650,クリアーグリーン,CLEAR GREEN,C,,5
3,N,N95,#3b2f20,スモークグレー,SMOKE GRAY,G,,5
3,N,N97,#fff200,蛍光イエロー,FLUORESCENT YELLOW,FL,,5
3,N,N98,#ee3124,蛍光オレンジ,FLUORESCENT ORANGE,FL,,5
3,N,N99,#ed0972,蛍光ピンク,FLUORESCENT PINK,FL,,5
3,N,N100,#00a650,蛍光グリーン,FLUORESCENT GREEN,FL,,5
3,N,N101,#ed1c24,蛍光レッド,FLUORESCENT RED,FL,,5
3,N,N127,#a2b180,コクピット色（中島系）,COCKPIT COLOR (NAKAJIMA),SG,,5
3,N,BN01,#ffffff,白色系統下地色,BASE WHITE,M,,5
3,N,BN02,#4e5e64,灰色系統下地色,BASE GRAY,M,,5
3,N,BN03,#af3446,赤色系統下地色,BASE RED,M,,5
3,N,BN04,#f8b84c,黄色系統下地色,BASE YELLOW,M,,5
3,N,BN05,#007dc4,青色系統下地色,BASE BLUE,M,,5
3,N,BN06,#006b65,緑色系統下地色,BASE GREEN,M,,5
3,N,NF01,#f1aab3,ストロベリーピンク,STRAWBERRY PINK,M,,5
3,N,NF02,#f4cac1,ミルキーコーラル,MILKY CORAL,M,,5
3,N,NF03,#ead8bc,クリーミーベージュ,CREAMY BEIGE,M,,5
3,N,NF04,#9ed3a1,グラスグリーン,GRASS GREEN,M,,5
3,N,NF05,#b6dfcf,ミントブルー,MINT BLUE,M,,5
3,N,NF06,#8a4b66,カシスピンク,CASSIS PINK,M,,5
3,N,NF07,#a32952,ワインレッド,WINE RED,M,,5
3,N,NF08,#815f89,グレイッシュパープル,GRAYISH PURPLE,M,,5
3,N,NF09,#786b35,アンティークゴールド,ANTIQUE GOLD,M,,5
3,N,ND01,#d18734,生地色,,M,,5
3,N,ND02,#bb7444,ほんのり焦げ目,,M,,5
3,N,ND03,#7a5240,こんがり焦げ目,,M,,5
3,N,ND04,#f1a16b,クリアーブラウン,,C,,5
3,N,ND05,#774940,ミルクチョコレート,,M,,5
3,N,ND06,#4b331f,ダークチョコレート,,M,,5
3,N,ND07,#ed2435,いちご,,M,,5
0,CL,CL01,#fcd0b7,ホワイトピーチ,WHITE PEACH,G,,1
0,CL,CL02,#a37d76,ココアミルク,COCOA MILK,G,,1
0,CL,CL03,#fac7bf,クリアーペールレッド,CLEAR PALE RED,C,,1
0,CL,CL04,#fccb9c,クリアーペールオレンジ,CLEAR PALE ORANGE,C,,1
0,CL,CL05,#f7996e,クリアーペールブラウン,CLEAR PALE BROWN,C,,1
0,CL,CL06,#ffffff,クリアーホワイト,CLEAR WHITE,C,,1
0,CL,CL07,#f9b4ad,鴇羽色（ときはいろ）,ROSY PEACH,G,,1
0,CL,CL08,#fefbf5,ナッツホワイト,NUTS WHITE,G,,1
0,CL,CL09,#ffffff,スムースパールコート,SMOOTH PEARL COAT,G,,1
0,CL,CL101,#f0f099,ブロンド,BLONDE,G,,1
0,CL,CL102,#c45738,栗毛色,COPPER BROWN,G,,1
0,CL,CL103,#3d3d3e,濡烏（ぬれがらす）,BLACK HAIR,G,,1
0,CL,CL104,#e794c0,ピンクパープル,PINK PURPLE,G,,1
0,CL,CL105,#c099c6,ライラック,LILACK,G,,1
0,CL,CL106,#ffffff,白雪色,ICY WHITE,G,,1
0,CL,CL107,#a4a091,亜麻色,FLAXEN,G,,1
0,CL,CL108,#00a6af,浅葱色,PALE BLUE-GREEN,G,,1
0,CL,CL109,#94cc6e,ライムグリーン,LIME GREEN,G,,1
0,CL,CL110,#ee336c,緋色,SCARLET,G,,1
0,CL,CL111,#5bc3ef,空色,AZURE,G,,1
0,CL,CL200,#f2f2ac,ゴールドパールベース,,PA,,1
0,CL,CL201,#4c4e50,ストッキングブラック,,G,,1
0,CL,CL202,#705957,ストッキングブラウン,,G,,1
0,CL,CL203,#f3f3f3,ストッキングホワイト,,G,,1
0,CL,BC01,#fab49b,ペールオレンジ,PALE ORANGE,G,,1
0,CL,BC02,#f15f53,キャロットオレンジ,CARROT ORANGE,G,,1
0,CL,BC03,#f9aa8f,ミルキーピーチ,MILKY PEACH,G,,1
0,CL,BC04,#f48b94,コーラルピンク,CORAL PINK,G,,1
3,SVC,SVC1,#ffffff,ホワイト,WHITE,G,,5
3,SVC,SVC2,#231f20,ブラック,BLACK,G,,5
3,SVC,SVC3,#ee1d23,レッド,RED,G,,5
3,SVC,SVC4,#ffdc01,イエロー,YELLOW,G,,5
3,SVC,SVC5,#015aaa,ブルー,BLUE,G,,5
3,SVC,SVC6,#d1d2d4,シルバー,SILVER,ME,,5
3,SVC,SVC7,#dbaf31,ゴールド,GOLD,ME,,5
3,SVC,SVC8,#253b4c,メタリックブラック,METALLIC BLACK,ME,,5
3,SVC,SVC9,#003914,グリーン,,M,,5
3,SVC,SVC10,#8b3415,ブラウン,,M,,5
3,SVC,SVC11,#4b626e,グレー,,M,,5
3,SVC,SVC101,#f7f7f8,クリアー（光沢）,,C,,5
1,H,HLP101,#fcd199,ステライエロー,,PA,,5
1,H,HLP102,#93cd94,ステラグリーン,,PA,,5
1,H,HLP103,#9fd8d3,ステラターコイズ,,PA,,5
1,H,HLP104,#eeb081,ステラオレンジ,,PA,,5
1,H,HLP105,#b1657b,ステラワインレッド,,PA,,5
1,H,HLP109,#716885,ステラジャジーブルー,,PA,,5
1,H,HLP110,#fcfefc,パール,,PA,,5
1,H,HLP111,#bed9e8,ステラベビーブルー,,PA,,5
1,H,HLP112,#a88bb9,ステラパープル,,PA,,5
1,H,HLP113,#c6e3c0,ステラワカクサグリーン,,PA,,5
1,H,HLP114,#67c7c1,ステラアマゾナイト,,PA,,5
1,H,HLP115,#5a70a3,ステラカームブルー,,PA,,5
1,H,HLP116,#896085,ステラビザンティウム,,PA,,5
1,H,HLP117,#e5afd0,ステラピンク,,PA,,5
1,H,HLP118,#d65d5b,ステラレッド,,PA,,5
1,H,HMS01,#f2ceaf,ボディーカラーA,BODY COLOR A,SG,,5
1,H,HMS02,#f9e1c7,ボディーカラーB,BODY COLOR B,SG,,5
1,H,HMS03,#e0a689,ボディーカラーC,BODY COLOR C,SG,,5
1,H,HMS04,#f7cac2,ペールクリアーレッド,CLEAR PALE RED,C,,5
1,H,HMS05,#fccb9d,ペールクリアーオレンジ,CLEAR PALE ORANGE,C,,5
1,H,HMS06,#f8a377,ペールクリアーブラウン,CLEAR PALE BROWN,C,,5
1,H,HMS07,#ffffff,クリアーホワイト,CLEAR WHITE,C,,5
1,H,HMS08,#ffffff,スムースパールコート,SMOOTH PEARL CORT,SG,,5
1,H,HDQ01,#4299cc,スライムブルー,,G,,5
1,H,HDQ02,#f7931d,スライムベスオレンジ,,G,,5
1,H,HDQ03,#87c765,ライムスライムグリーン,,G,,5
1,H,HDQ04,#0f4d93,ドラキーダークブルー,,SG,,5
1,H,HDQ05,#cfd2d4,メタルスライムシルバー,,ME,,5
1,H,HEV101,#685894,エヴァパープル,,SG,,5
1,H,HEV102,#71bf44,エヴァライムグリーン,,SG,,5
1,H,HEV103,#f7943a,エヴァオレンジイエロー,,SG,,5
1,H,HV01,#707050,AT グリーン,,SG,,5
1,H,HV02,#b7b88d,AT ライトグリーン,,SG,,5
1,H,HV03,#646c5f,AT ブルーグレー,,SG,,5
1,H,HV04,#787c8b,AT ライトグレー,,SG,,5
1,H,HV05,#29384c,AT ダークブルー,,SG,,5
0,UG,UG01,#ebf3f6,MSホワイト,MS WHITE,SG,,1
0,UG,UG02,#0153a0,MSブルー,MS BLUE,SG,,1
0,UG,UG03,#fcba13,MSイエロー,MS YELLOW,SG,,1
0,UG,UG04,#c92c2e,MSレッド,MS RED,SG,,1
0,UG,UG05,#2c3031,MSグレー連邦系,U.N.T'.s MS GRAY,SG,,1
0,UG,UG06,#88ab8f,MSグリーン,MS GREEN,SG,,1
0,UG,UG07,#4e6f56,MSディープグリーン,MS DEEP GREEN,SG,,1
0,UG,UG08,#9c85bd,MSパープル,MS PURPLE,SG,,1
0,UG,UG09,#4f5362,MSグレージオン系,ZEON'S MS GRAY,SG,,1
0,UG,UG10,#dc6c70,MSシャアピンク,MS CHAR'S PINK,SG,,1
0,UG,UG11,#892e4f,MSシャアレッド,MS CHAR'S RED,SG,,1
0,UG,UG12,#d1232a,MSサザビーレッド,MS SAZABI RED,SG,,1
0,UG,UG13,#0f4ca0,MSブルーZ系,A.E.U.G'.s MS BLUE,SG,,1
0,UG,UG14,#437ec1,MSライトブルー,MS LIGHT BLUE,SG,,1
0,UG,UG15,#04010f,MSファントムグレー,MS PHANTOM GRAY,SG,,1
0,UG,UG16,#080917,ティターンズブルー1,MS TITANS BLUE 1,SG,,1
0,UG,UG17,#080e58,ティターンズブルー2,MS TITANS BLUE 2,SG,,1
0,UG,UG18,#d5ebdb,RX-78ホワイト,RX-78 WHITE Ver. ANIME COLOR,SG,,1
0,UG,UG19,#009fd7,RX-78ブルー,RX-78 BLUE Ver. ANIME COLOR,SG,,1
0,UG,UG20,#ef342a,RX-78レッド,RX-78 RED Ver. ANIME COLOR,SG,,1
0,UG,UG21,#fbb017,RX-78イエロー,RX-78 YELLOW Ver. ANIME COLOR,SG,,1
0,UG,UG22,#723236,MS-06S レッド,MS-06S RED Ver. ANIME COLOR,SG,,1
0,UG,UG23,#f05970,MS-06S ピンク,MS-06S PINK Ver. ANIME COLOR,SG,,1
0,UG,UG24,#d91d4e,トランザムレッドパール,TRANS-AM RED PEARL,G,,1
0,UG,UG25,#ef3875,トランザムハイライトレッド,TRANS-AM HIGHLIGHT RED,G,,1
0,UG,UG26,#000037,νダークブルー,,G,,1
0,UG,UG27,#3663af,ブルー,,G,,1
0,UG,UG28,#3e3f99,Hi-νバイオレット,,G,,1
0,UG,UG29,#5b2e91,Hi-νパープル,,G,,1
0,UG,SG01,#ebf3f6,MSホワイト,MS WHITE,SG,,2
0,UG,SG02,#0153a0,MSブルー,MS BLUE,SG,,2
0,UG,SG03,#fcba13,MSイエロー,MS YELLOW,SG,,2
0,UG,SG04,#c92c2e,MSレッド,MS RED,SG,,2
0,UG,SG05,#2c3031,MSグレー連邦系,U.N.T'.s MS GRAY,SG,,2
0,UG,SG06,#88ab8f,MSグリーン,MS GREEN,SG,,2
0,UG,SG07,#4e6f56,MSディープグリーン,MS DEEP GREEN,SG,,2
0,UG,SG08,#9c85bd,MSパープル,MS PURPLE,SG,,2
0,UG,SG09,#4f5362,MSグレージオン系,ZEON'S MS GRAY,SG,,2
0,UG,SG10,#dc6c70,MSシャアピンク,MS CHAR'S PINK,SG,,2
0,UG,SG11,#892e4f,MSシャアレッド,MS CHAR'S RED,SG,,2
0,UG,SG12,#d1232a,MSサザビーレッド,MS SAZABI RED,SG,,2
0,UG,SG13,#0f4ca0,MSブルーZ系,A.E.U.G'.s MS BLUE,SG,,2
0,UG,SG14,#437ec1,MSライトブルー,MS LIGHT BLUE,SG,,2
0,UG,SG15,#04010f,MSファントムグレー,MS PHANTOM GRAY,SG,,2
0,UG,SG16,#080917,ティターンズブルー1,MS TITANS BLUE 1,SG,,2
0,UG,SG17,#080e58,ティターンズブルー2,MS TITANS BLUE 2,SG,,2
1,UG,HGQ01,#e0e8ec,GQuuuuuuXホワイト,,SG,,5
1,UG,HGQ02,#48809b,GQuuuuuuXブルー,,SG,,5
1,UG,HGQ03,#f79447,GQuuuuuuXイエロー,,SG,,5
1,UG,HGQ04,#b4181d,GQuuuuuuXレッド,,SG,,5
1,UG,HGQ05,#423c3b,GQuuuuuuXダークグレー,,SG,,5
1,UG,HGQ06,#f05a67,赤いガンダムピンク,,SG,,5
1,UG,HGQ07,#bf2640,赤いガンダムレッド,,SG,,5
1,UG,HUG01,#ebf3f6,RX-78-2ガンダムホワイト,RX-78-2 GUNDAM WHITE,SG,,5
1,UG,HUG02,#0153a0,RX-78-2ガンダムブルー,RX-78-2 GUNDAM BLUE,SG,,5
1,UG,HUG03,#fcba13,RX-78-2ガンダムイエロー,RX-78-2 GUNDAM YELLOW,SG,,5
1,UG,HUG04,#ee1d23,RX-78-2ガンダムレッド,RX-78-2 GUNDAM RED,SG,,5
1,UG,HUG05,#dc6c70,シャア専用機ピンク,PINK FOR CHAR AZNABLE,SG,,5
1,UG,HUG06,#892e4f,シャア専用機レッド,RED FOR CHAR AZNABLE,SG,,5
1,UG,HUG07,#0f0b15,ファントムグレー,MS PHANTOM GRAY,SG,,5
1,UG,HUG08,#080917,ティターンズブルー1,MS TITANS BLUE 1,SG,,5
1,UG,HUG09,#080e58,ティターンズブルー2,MS TITANS BLUE 2,SG,,5
1,UG,HUG101,#5582ab,ソードストライクブルー,SWORD STRIKE BLUE,SG,,5
1,UG,HUG102,#3b5b52,ランチャーストライクグリーン,LAUNCHER STRIKE GREEN,SG,,5
1,UG,HUG103,#f0d5e6,ストライクルージュピンク,STRIKE ROUGE PINK,SG,,5
1,UG,HUG104,#b3bbbe,ディアクティブホワイト,DEACTIVE WHITE,SG,,5
1,UG,HUG105,#5b6b77,ディアクティブグレー,DEACTIVE GRAY,SG,,5
1,UG,HUG106,#231f20,ディアクティブブラック,DEACTIVE BLACK,SG,,5
1,UG,HUG107,#0078bf,フリーダムブルー,FREEDOM BLUE,SG,,5
1,UG,HUG108,#b66886,ジャスティスピンク,JUSTICE PINK,SG,,5
1,UG,HUG201,#d82628,ソードインパルスレッド,SWORD IMPULSE RED,SG,,5
1,UG,HUG202,#3c5a31,ブラストインパルスグリーン,BLAST IMPULSE GREEN,SG,,5
1,UG,HUG203,#6db2b0,イザーク専用機スカイブルー,SKY BLUE FOR YZAK JULE,SG,,5
1,UG,HUG204,#cd2853,ルナマリア専用機ピンク,PINK FOR LUNAMARIA HAWKE,SG,,5
1,UG,HUG205,#c299c5,レイ専用機パープル,PURPLE FOR REY ZA BURREL,SG,,5
1,UG,HUG206,#c52447,デスティニーレッド,DESTINY RED,SG,,5
1,UG,HUG207,#f17097,ライブコンサートピンク,LIVE CONCERT PINK,SG,,5
1,UG,HUG208,#f58420,ハイネ専用機オレンジ,ORANGE FOR HEINE WESTENFLUSS,SG,,5
1,UG,HUG301,#2f69a6,ライジングフリーダムブルー,RISING FREEDOM BLUE,SG,,5
1,UG,HUG302,#b6404f,イモータルジャスティスレッド,IMMORTAL JUSTICE RED,SG,,5
1,UG,HUG303,#231f20,ブラックナイトスコードブラック,BLACK KNIGHT SQUAD BLACK,SG,,5
1,UG,HUG304,#4f7bbe,ギャンシュトローム（アグネス機）ブルー,GYAN STROM (AGNES CUSTOM) BLUE,SG,,5
1,UG,HUG305,#080036,マイティーストライクフリーダムダークブルー,MIGHTY STRIKE FREEDOM DARK BLUE,SG,,5
1,UG,HUG306,#cb556a,インフィニットジャスティス弐式ピンク,INFINITE JUSTICE TYPE II RED,SG,,5
1,UG,HUG307,#7e7e95,デュエルブリッツブルーグレー,DUEL BLITZ BLUE GRAY,SG,,5
1,UG,HUG308,#f2f1ec,ライトニングバスターホワイト,LIGHTNING BUSTER WHITE,SG,,5
1,UG,HUG309,#a8a6a5,ディスティニーSpecIIライトグレー,,SG,,5
1,UG,HUG310,#d4e5f5,ブラックナイトスコードカルラライトブルー,,SG,,5
1,UG,HUG311,#cfbd10,ゼウスシルエットゴールド,,ME,,5
1,UG,XHUG01,#4f7bbe,ガンダムエアリアルブルー,GUNDAM AERIAL BLUE,SG,,5
1,UG,XHUG02,#f8fafd,ガンダムエアリアルホワイト,GUNDAM AERIAL WHITE,SG,,5
1,UG,XHUG03,#808285,ガンダムエアリアルグレー,GUNDAM AERIAL GRAY,SG,,5
1,UG,XHUG04,#b12c7d,ガンダムルブリスピンク,GUNDAM LFRITH PINK,SG,,5
1,UG,XHUG05,#867e86,ガンダムルブリスグレー,GUNDAM LFRITH GRAY,SG,,5
1,UG,XHUG06,#cacc99,デミトレーナー（チュチュ専用機）イエロー,CHUCHUʼS DEMI TRAINER YELLOW,SG,,5
1,UG,XHUG07,#9e3c35,ダリルバルデレッド,DARILBALDE RED,SG,,5
1,UG,XHUG08,#616777,ガンダムファラクトグレー,GUNDAM PHARACT GRAY,SG,,5
1,UG,XHUG09,#a19ebd,ミカエリスパープル,MICHAELIS PURPLE,SG,,5
1,UG,XHUG10,#534d76,ペギルペンデバイオレット,BEGUIR-PENTE VIOLET,SG,,5
1,UG,XHUG11,#347c7a,ガンダムルブリスウルグリーン,GUNDAM LFRITH UR GREEN,SG,,5
1,UG,XHUG12,#918176,ガンダムルブリスソーンブラウン,GUNDAM LFRITH THORN BROWN,SG,,5
1,UG,XHUG13,#374b6e,ガンダムエアリアル（改修型）ブルー,GUNDAM AERIAL REBUILD BLUE,SG,,5
2,W,WC01,#211e1d,マルチブラック,MULTI BLACK WEATHERING COLOR,W,,4
2,W,WC02,#271c13,グランドブラウン,GROUND BROWN WEATHERING COLOR,W,,4
2,W,WC03,#623122,ステインブラウン,STAIN BROWN WEATHERING COLOR,W,,4
2,W,WC04,#d2c3ae,サンディウォッシュ,SANDY WASH WEATHERING COLOR,W,,4
2,W,WC05,#dddddd,マルチホワイト,MULTI WHITE WEATHERING COLOR,W,,4
2,W,WC06,#64656a,マルチグレー,MULTI GRAY WEATHERING COLOR,W,,4
2,W,WC07,#8c7457,グレイッシュブラウン,GRAYISH BROWN WEATHERING COLOR,W,,4
2,W,WC08,#c07d47,ラストオレンジ,RUST ORANGE WEATHERING COLOR,W,,4
2,W,WC09,#163866,シェードブルー,SHADE BLUE FILTER LIQUID,W,,4
2,W,WC10,#efcd48,スポットイエロー,SPOT YELLOW FILTER LIQUID,W,,4
2,W,WC11,#867399,レイヤーバイオレット,LAYER VIOLET FILTER LIQUID,W,,4
2,W,WC12,#3a583a,フェイスグリーン,FACE GREEN FILTER LIQUID,W,,4
2,W,WC13,#c54f4c,グレーズレッド,,W,,4
